NSPID,NUMACC,LUMACC,AVEACC,NUMRT,LUMRT,AVERT,NUMIE,LUMIE,rITG,lITG,rMOG,lMOG,raIPS,laIPS,rpIPS,lpIPS,rPM,lPM,rinsula,linsula,rIFG,lIFG,ACC,group1,RES_1,group2,RES_2,RES_3
S1056,0.965517241,0.966666667,0.966101695,1.389149798,1.26349918,1.325222291,1.438762291,1.307068117,2.761229992,2.223729372,0,1.997732401,2.178800583,2.200972319,2.244538784,2.074394226,2.105185509,2.09942317,1.901558399,2.167595387,2.030275106,2.306008101,1.993758202,0, ,1,0.064116553,0.065475273
S1058,0.931034483,0.98245614,0.956521739,1.135123489,1.064799098,1.099321981,1.21920671,1.083813368,2.120815277,1.906683683,2.104491234,2.400711775,1.996434808,2.018714666,2.414920568,2.264716148,2.392331123,2.025303841,1.889771819,1.953694701,0,2.068068981,1.951300502,1,0.023869684,0, ,0.02184829
S1059,0.964285714,0.962264151,0.963302752,1.096823251,1.009682674,1.054497828,1.137446335,1.049278073,2.347373247,1.99306035,1.988010049,2.152166367,2.495851755,2.559933186,2.383817673,2.222218752,2.315290451,2.007794857,0,1.772017956,2.348851204,2.149442673,0,0, ,1,0.065585379,0.066793394
S1064,0.771929825,0.931034483,0.852173913,1.231260061,1.187693874,1.207254203,1.595041442,1.275671198,2.101035357,2.875267267,2.201141596,1.850849628,2.188393116,2.474128723,2.351682901,2.372259855,2.317718506,2.132971287,2.058816433,2.192563295,2.584581852,2.310972691,2.284907579,1,-0.107101167,0, ,-0.107476325
S1066,0.872727273,0.982142857,0.927927928,0.626892908,0.714968401,0.673923511,0.71831479,0.727967827,2.272448063,2.446378231,2.046141148,2.207434416,2.322487593,2.447582245,2.364643097,2.422323942,1.841789246,1.882917404,2.061106205,2.092527866,2.11187458,1.901222587,2.127400637,0, ,1,-0.038165983,-0.036277487
S1067,0.93220339,1,0.965811966,0.925376717,0.868977857,0.89642863,0.992676842,0.868977857,2.240137577,2.310147524,2.623292685,2.286244392,2.163855791,1.859335303,2.267309666,1.775146246,1.942166686,0,2.29450345,2.250734806,2.284216642,1.919498801,2.36677146,0, ,1,0.010357171,0.012856947
S1068,0.907407407,0.912280702,0.90990991,0.983380062,0.968236514,0.975583384,1.083724967,1.061336179,2.350881338,2.227508545,2.300058603,2.511369705,0,1.778808713,2.257298708,2.450315237,0,0,1.884245634,2.289516926,1.888706923,2.33427763,0,1,0.03863698,0, ,0.038862214
S1069,0.915254237,1,0.957264957,1.112805109,0.991706464,1.05009331,1.215842619,0.991706464,2.782382488,2.617355585,3.196075201,2.272161007,2.80661869,2.67914319,3.424646616,2.347171545,2.357113361,2.064258099,3.051973581,2.655469179,2.902252913,2.773669481,2.749566793,1,-0.001509155,0, ,-0.004092206
S1070,0.909090909,0.93220339,0.921052632,0.941155029,0.956706311,0.949300939,1.035270532,1.026284952,2.191196918,1.801857352,2.15363431,1.803655982,2.248778582,0,1.964502573,1.856895566,0,0,0,0,2.299780846,0,1.883714318,1,0.029420385,0, ,0.029007805
S1071,0.921568627,0.948275862,0.935779817,0.956076225,0.954867799,0.955424623,1.037444415,1.006951497,2.198413134,2.141145945,2.19073987,1.977124333,2.349541903,2.178786516,2.096068144,2.235838413,2.119209528,2.380214691,2.332585096,2.4652915,2.089499235,0,2.296211243,1,0.033104536,0, ,0.032177404
S1072,0.965517241,0.983050847,0.974358974,1.100764687,1.020982228,1.060173611,1.140077712,1.03858537,2.077194929,1.926172376,2.071275711,1.901234746,2.321180582,1.911667109,2.471143007,2.25499177,0,0,1.872298717,1.800907731,2.409671068,1.97947216,2.131081343,0, ,1,0.054067055,0.055986633
S1073,0.93220339,1,0.964912281,1.167874911,1.068742475,1.118308693,1.252811268,1.068742475,2.571959257,1.990708351,2.622752905,0,3.089808464,2.00050354,2.487491846,1.973955631,2.359829426,0,2.234959841,2.009335518,2.527861834,0,2.381098747,0, ,1,0.010357171,0.012856947
S1074,0.912280702,0.915254237,0.913793103,1.155343948,1.2153358,1.185905835,1.266434712,1.327866893,2.36383462,0,0,2.112142086,2.291778088,2.107006311,2.239629984,2.265066147,0,0,0,0,2.174347162,0,0,1,0.041883396,0, ,0.042013433
S1076,0.883333333,0.964912281,0.923076923,0.797936815,0.775587832,0.786555388,0.903324697,0.803791026,2.299720764,2.492687225,2.274806023,1.92386508,2.132301807,2.162556648,2.291400671,2.126922846,1.896186948,1.884206414,2.063640356,2.088324785,2.362879753,2.356527328,2.22233057,0, ,1,-0.016991275,-0.01569261
S1077,0.881355932,0.95,0.915966387,1.213236749,1.173206959,1.19230374,1.376557081,1.234954694,1.982081175,1.931498885,2.333029985,0,2.243601561,0,2.504913568,2.092544794,2.38586998,1.805394888,1.958856106,1.920342326,2.103500605,0,2.287462711,0, ,1,-0.009821991,-0.009033799
S1078,0.947368421,0.983333333,0.965811966,1.315563798,1.306704022,1.310937897,1.388650676,1.328851548,2.056616306,2.001376629,0,0,2.261381388,0,2.112433434,1.828378558,0,1.772713184,1.925093651,0,2.158165693,0,2.082740784,0, ,1,0.035744968,0.037674216
S1079,0.859649123,1,0.930434783,1.107949286,1.065605015,1.084996317,1.288838965,1.065605015,2.168068409,1.818852305,2.430894613,1.897736311,2.274349213,1.983182549,2.594031096,2.056303024,1.939776182,0,2.375880003,1.808717847,2.278200865,2.040706396,2.323015213,1,-0.057114269,0, ,-0.05969732
S1080,0.898305085,0.966666667,0.932773109,1.156029465,1.109317877,1.131621608,1.286900725,1.147570217,2.141620398,2.085703135,1.760908008,1.990362406,2.21941328,2.015047073,2.318970442,1.929617524,0,0,2.149211168,1.9631387,2.291743755,0,2.056331158,1,-0.00022098,0, ,-0.001736883
S1082,0.916666667,0.963636364,0.939130435,0.764817143,0.724771086,0.745164912,0.834345974,0.752120938,2.335933208,2.104266405,1.939571619,0,2.162700653,1.941711664,2.202418327,1.946707368,0,0,1.819015503,1.776635528,2.039829969,0,2.120941401,1,0.019798541,0, ,0.018379651
S1087,0.796610169,0.982142857,0.886956522,1.062888897,1.022859604,1.041304475,1.334264786,1.041457051,2.216135979,2.318227768,2.268865108,2.155360222,2.508364201,2.308167696,2.406456232,2.03058815,2.249456644,2.133400679,2.413303852,2.23272562,0,2.312296152,2.202582359,1,-0.110383226,0, ,-0.112394591
S1088,0.933333333,0.947368421,0.94017094,0.958702423,0.927652547,0.943459757,1.027181168,0.9791888,1.950332642,2.099277258,1.953138709,2.098742723,2.263763905,2.077899933,2.133862734,2.043951988,2.210484028,2.145852089,2.333522797,2.12215066,2.204091311,2.301434994,2.029329777,1,0.04536572,0, ,0.04446764
S1089,0.942307692,0.982142857,0.962962963,0.630314159,0.6036617,0.616219109,0.668904822,0.614637367,2.432590723,2.814316511,2.790910721,0,1.948031664,2.16484046,2.319742918,2.134939432,0,0,2.191149712,2.238188982,2.310448647,2.009846687,2.499982834,0, ,1,0.031414436,0.033302932
S1090,0.859649123,0.982142857,0.920353982,1.130775234,1.092654371,1.110615163,1.315391598,1.112520814,2.518034935,2.189861298,2.744821548,2.338174343,2.033716679,1.743792534,2.20476985,2.030047178,1.945266485,0,2.130064011,2.253963947,0,0,1.898183703,1,-0.047344272,0, ,-0.049355637
S1091,0.879310345,0.965517241,0.922413793,0.823268567,0.790261058,0.805993609,0.936266213,0.818484668,2.234815598,2.257981539,2.13400507,2.294698715,2.278033495,2.146876574,2.301563978,2.138561726,0,0,0,0,1.989213586,1.823761821,0,0, ,1,-0.021385325,-0.020065951
S1094,0.931034483,0.983050847,0.957264957,1.189097119,1.062047584,1.12330361,1.277178387,1.08035875,2.256974697,2.338937044,2.843382359,2.135446072,2.171355247,2.095420361,3.109055281,2.388459206,2.656412363,2.294746161,2.361065865,2.333570242,2.542622566,2.252769232,2.547328234,1,0.023544308,0, ,0.021503875
S1095,0.93220339,1,0.966101695,1.223722492,1.005402372,1.110732254,1.312720491,1.005402372,3.154255867,2.808879852,2.352069378,2.203264713,3.572219372,2.828303576,3.07063961,2.808241606,3.286300659,2.539491177,3.308592796,3.074996948,3.298677683,2.925792217,2.790742397,0, ,1,0.010357171,0.012856947
S1096,0.881355932,0.983050847,0.93220339,1.067905563,0.909102587,0.984173085,1.211662081,0.92477677,2.618792295,2.421324968,2.853290558,2.744878531,3.682815075,3.33191371,2.992366076,3.607736349,3.064582825,3.040948391,2.762254,2.936084986,2.744265079,3.035119772,2.96058321,1,-0.026134243,0, ,-0.028174676
S1097,0.929824561,1,0.965217391,1.088502784,1.06121971,1.074246763,1.170653938,1.06121971,2.286729097,0,0,2.005447865,2.158217192,1.744613051,1.962970257,0,1.958454847,0,2.008183479,1.871688008,2.42082119,0,2.052170038,0, ,1,0.007978342,0.010478118
S1098,0.924528302,0.981481481,0.953271028,0.74669343,0.780676194,0.764351141,0.807647996,0.795405934,2.306507826,1.995318532,2.686981678,2.277544975,2.692288637,2.280974388,2.623335361,2.113575935,2.392505169,2.326992273,2.073803902,2.059634447,2.822488308,2.347304106,2.553923607,1,0.017896759,0, ,0.015906568
S1099,0.813559322,0.881355932,0.847457627,1.065156215,1.175925856,1.122756429,1.309254514,1.334223568,2.495799541,2.575275421,3.013726234,2.252303123,2.256511927,2.018246889,2.708492756,2.110975981,1.825218797,1.915866852,0,0,1.954804301,0,1.999287605,1,-0.03829155,0, ,-0.037076278
S1103,1,1,1,0.806522035,0.817853559,0.812187797,0.806522035,0.817853559,2.618412733,2.541903496,2.848706722,2.340871334,2.950282097,2.606392622,3.032345295,2.520134926,2.317709684,2.153860569,2.608433485,2.537573814,2.867196083,2.288584709,2.81436491,0, ,1,0.078153781,0.080653557
S1104,0.916666667,0.982142857,0.948275862,1.157520132,0.97240884,1.064964486,1.262749234,0.990089001,2.251868486,1.851773143,0,0,2.891570807,2.296173334,2.846225739,2.220389128,2.267976284,2.285619736,1.765444636,1.996674418,2.135186672,2.006447077,2.003688812,0, ,1,0.005773411,0.007661907
S1107,0.912280702,0.983050847,0.948275862,1.132690704,1.139093468,1.136066707,1.241603271,1.158733011,1.761629343,0,2.159216166,2.293269396,1.901088238,2.061607838,2.134527922,2.145153284,0,0,0,0,0,0,0,0, ,1,0.000830516,0.002750094
S1108,0.982142857,0.98245614,0.982300885,0.987216588,0.904143883,0.945306034,1.005165981,0.92028931,0,2.581068277,2.283486128,2.66272831,2.340767384,2.436104298,2.120072603,2.559090853,0,0,2.194004297,2.1642766,1.849979043,2.543235064,0,1,0.074978058,0, ,0.072956664
S1109,0.933333333,0.982758621,0.957627119,1.213235311,1.022906905,1.117228947,1.299894977,1.04085264,2.653630018,2.48148489,2.325518847,2.393290758,2.16541791,1.999140859,2.798748493,2.448288202,0,0,1.975809813,2.042524576,2.658979654,2.114388227,1.875646591,1,0.026003041,0, ,0.023971963
S1110,0.762711864,0.962264151,0.857142857,1.210646127,0.992276858,1.094637453,1.58729159,1.031189676,2.032784224,2.126813889,2.224741936,0,2.825705767,2.134000301,2.605793238,2.366290092,0,2.561449051,2.615352631,2.312847376,2.652099609,2.518656492,2.469616175,1,-0.133405497,0, ,-0.134780456
S1111,0.894736842,1,0.947368421,0.902692924,0.836876259,0.867956351,1.008892092,0.836876259,2.650467396,2.349560499,2.426347494,2.645233154,3.292768717,2.945663929,3.065089941,2.758032084,2.494934082,2.651742935,2.438878298,2.287982464,2.964343309,2.43605566,2.460221529,1,-0.02202655,0, ,-0.024609601
S1112,0.847457627,0.964912281,0.905172414,0.926724497,0.700805956,0.808386213,1.093534907,0.726289809,2.802274466,2.849761486,2.936975479,2.152980566,2.267021656,2.674298525,2.754842997,2.781375647,2.552084684,2.473070621,2.505085707,2.667380095,2.504150629,3.117430925,2.651257753,1,-0.050108579,0, ,-0.051568316
S1113,0.928571429,1,0.96460177,0.98638513,0.935424337,0.959735908,1.062260909,0.935424337,2.26008296,1.957319856,2.126669407,2.050741196,2.155870676,1.895617366,2.244735718,2.122465849,0,0,0,0,2.122846127,0,0,0, ,1,0.00672521,0.009224986
S1116,0.862068966,0.966101695,0.914529915,1.152821088,1.137077424,1.144434276,1.337272461,1.176974877,0,0,1.892932773,0,1.763292789,1.883441567,0,2.090355873,0,0,0,0,0,0,0,1,-0.036147992,0, ,-0.037645808
S1118,0.9,1,0.949152542,1.104776114,1.029135628,1.065605148,1.227529016,1.029135628,2.77351284,2.844037771,3.324113131,2.25320673,2.47705245,2.2654562,2.802223682,2.364474058,2.417955875,2.168910027,2.849637032,2.700824738,2.837640047,2.493276358,2.787652969,1,-0.016763392,0, ,-0.019346443
S1119,0.933333333,0.966666667,0.95,1.261661079,0.973353544,1.114978298,1.351779728,1.006917459,3.131670237,3.204611301,3.455848932,2.99165678,3.257818937,3.057890892,3.966641188,3.328857899,2.914738894,2.66377902,2.407044411,2.62092042,3.161626816,3.212248564,2.688735962,0, ,1,0.031932645,0.033291365
S1120,0.983333333,1,0.991596639,1.101360539,1.006050921,1.05370573,1.120027667,1.006050921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,0.061487114,0.06398689
S1121,0.964912281,1,0.982300885,0.797831512,0.78078833,0.78923315,0.826843567,0.78078833,2.839395046,2.464263916,2.903110504,2.446713924,2.431342125,3.1329,2.857615709,2.816295862,2.584780931,2.693564892,2.751027584,2.582589149,2.791051388,2.988116741,3.073076487,0, ,1,0.043066062,0.045565838
S1122,0.965517241,1,0.983050847,1.350772599,1.288095009,1.318353156,1.399014478,1.288095009,0,0,2.018411875,0,0,0,1.910290718,0,0,0,0,0,0,0,0,0, ,1,0.043671022,0.046170798
S1124,0.821428571,0.982758621,0.903508772,1.210533796,1.180357373,1.193834222,1.473693318,1.201065397,2.468209982,2.562900305,2.76285696,2.173483849,2.523369074,2.40169239,2.799691916,1.9451437,0,0,0,0,2.724086285,0,2.156208992,1,-0.085901721,0, ,-0.087932799
S1126,0.877192982,0.964285714,0.920353982,1.174964002,1.228511962,1.202767751,1.339458963,1.274012405,2.425510883,2.41469264,1.940784931,0,2.486112118,2.051759481,2.232815266,1.95034802,0,0,1.867447495,0,0,0,1.886794567,1,-0.020030417,0, ,-0.021470095
S1127,0.779661017,0.93220339,0.855932203,1.21634077,1.170500593,1.191378297,1.560089248,1.255627909,2.114653111,2.015381575,2.697482109,2.613786221,2.101387262,1.863264441,2.51488781,2.063636541,1.93105197,0,2.069070578,0,2.200285673,0,2.040466309,1,-0.100009507,0, ,-0.100422087
S1129,0.915254237,0.927272727,0.921052632,0.955240287,0.941006222,0.948326598,1.043688462,1.014810632,2.606509686,2.416312695,2.586189032,0,2.432884455,2.131741524,1.934298873,0,0,0,0,0,2.219195127,2.155464172,1.948958158,1,0.038281377,0, ,0.038026649
S1130,0.928571429,0.948275862,0.938596491,1.004751689,1.000906784,1.002775336,1.08204028,1.0555017,1.972674131,2.262836933,2.11402297,0,2.197057962,2.099015474,2.068243027,1.897070885,0,1.904446959,1.984543204,2.058930397,2.00246954,2.101927519,2.02888298,1,0.040107338,0, ,0.039180206
S1131,1,0.981818182,0.991304348,1.077948878,0.913018264,0.99982385,1.077948878,0.929926009,2.338155985,1.882734776,2.427474022,1.940438509,2.040256739,1.955887556,2.681154966,2.279000044,2.356821775,0,2.419698954,1.880971313,2.243179321,0,2.137254238,0, ,1,0.089305889,0.091183271
S1132,0.947368421,1,0.974358974,1.095199592,1.137955974,1.117702951,1.156044014,1.137955974,2.302441597,1.976969481,1.813109398,0,2.563931704,2.465425968,2.583848715,2.215939999,0,2.196831226,2.650773048,2.883491039,1.834699154,2.509492159,2.783141613,0, ,1,0.025522202,0.028021978
S1133,0.896551724,0.983050847,0.94017094,1.280069932,1.181744732,1.228225736,1.427770309,1.202119642,2.193858624,2.756710052,1.763970733,0,1.87665832,2.368869305,2.192331076,2.448156118,1.865758419,1.939149618,2.080423832,2.345082998,1.961909652,2.263381481,2.128827572,0, ,1,-0.014898462,-0.012978884
S1134,0.85,0.964912281,0.905982906,1.228456339,0.981221148,1.100173929,1.445242752,1.016901917,2.391135693,3.231994867,2.467567444,2.654654741,2.657279253,2.801781416,2.919325352,3.101401806,2.468458414,2.472836733,2.639405012,2.301297188,2.60354948,2.446842194,2.403670788,0, ,1,-0.050324608,-0.049025943
S1135,0.931034483,0.983050847,0.957264957,0.931126908,1.003411472,0.968559986,1.000099271,1.02071167,2.067485332,0,2.061371326,2.356487989,2.051194668,2.143194199,2.279410601,2.083167791,2.051137447,0,1.94260776,1.96194315,0,0,2.133328915,0, ,1,0.019584297,0.021503875
S1136,0.948275862,1,0.974358974,0.914610331,0.854170681,0.883330161,0.964498167,0.854170681,2.647036314,1.98056066,2.417572737,0,2.615723848,2.339501381,2.514702082,2.169936419,2.414066553,2.088559151,2.382733583,2.395328522,0,2.264442444,2.619297266,0, ,1,0.026429643,0.028929419
S1139,0.833333333,0.9,0.866666667,1.230501821,1.166855962,1.197454933,1.476602186,1.296506624,2.65634203,2.133346558,2.025890827,0,2.558040857,2.307319641,2.053528547,2.002614975,0,0,0,0,2.197057486,1.836937904,1.902553558,0, ,1,-0.027176294,-0.028099685
S1140,0.857142857,0.879310345,0.868421053,1.207713411,1.040227727,1.121432907,1.40899898,1.183004081,2.558226824,2.100049973,2.392821789,2.239485979,2.397078276,2.21614027,2.552261829,2.504887104,0,0,2.572404385,2.550651073,2.597926855,1.857708454,2.430310488,1,0.006411166,0, ,0.007691926
S1141,0.872727273,0.983333333,0.930434783,0.970733501,0.909739925,0.937101529,1.112298803,0.925159246,2.198293209,2.086096525,0,0,0,1.947472811,2.225782633,0,2.082690716,1.916485548,2.154490709,2.175393581,2.110206366,1.998052716,2.019932508,0, ,1,-0.03889618,-0.036966932
S1143,0.807017544,0.966101695,0.887931034,0.957431139,0.954952488,0.956059458,1.186382063,0.988459593,2.26169014,2.003974915,2.401347876,0,2.135509253,1.857473016,2.027264833,0,0,0,1.859608531,1.732486129,1.98794198,1.866759777,1.808791041,1,-0.091199414,0, ,-0.09269723
S1144,0.85,0.965517241,0.906779661,1.010078661,0.943317746,0.975138369,1.188327836,0.977007666,2.454948187,2.330160618,2.261184692,1.940919995,2.265250444,1.892119408,2.275594473,1.920383453,0,0,0,0,2.173585892,2.109400749,0,1,-0.047897191,0, ,-0.049376296
S1146,0.844827586,0.981481481,0.910714286,1.193765779,1.025235567,1.106196159,1.413028882,1.044579635,2.121393204,1.855633855,2.181916714,0,2.495937824,2.266365051,2.055039883,1.951979756,2.068956614,2.176705599,1.96538651,1.818681836,2.328137398,2.071173429,1.795473933,0, ,1,-0.065660004,-0.063794148
S1152,0.907407407,0.980769231,0.943396226,1.047860649,0.991480175,1.019106607,1.154785206,1.010920963,2.24183774,0,2.129206419,0,2.021232843,2.099298716,1.831674218,2.002632856,0,2.058186054,0,0,0,0,1.737681389,0, ,1,-0.002643313,-0.000801839
S1153,0.931034483,0.962264151,0.945945946,0.706354134,0.723339457,0.714604148,0.758676662,0.75170571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,1,0.032334148,0.033542163
S1154,0.890909091,1,0.946902655,1.202419484,1.131337382,1.163888999,1.349654523,1.131337382,2.672686815,2.480763912,2.372405291,2.151039839,2.713531494,2.616078854,2.547980547,2.313447475,2.401013374,2.269384861,1.864067316,2.25368309,2.638876677,2.393227339,2.266990423,1,-0.025854301,0, ,-0.028437352
S1156,0.92,0.983333333,0.954545455,1.384523725,1.287986336,1.330278907,1.504917092,1.309816613,2.154429436,2.34062314,2.432143211,2.577289104,1.942742705,2.755810976,2.731904984,2.774893761,2.274291277,2.116699219,2.386087418,2.174010038,2.138927221,2.254044533,2.473807335,1,0.012355272,0, ,0.010305795
S1157,0.966101695,1,0.983050847,1.112906421,1.099230958,1.105950797,1.151955769,1.099230958,2.570527315,2.430088282,2.622633457,3.190276146,3.063783646,3.018343925,3.132989407,3.575903177,2.280901909,2.543409109,2.243456841,2.594638348,2.424801111,3.358334541,2.525361538,1,0.049338303,0, ,0.046755252
S1158,0.966666667,0.982758621,0.974576271,0.805837243,0.84091359,0.82322291,0.833624734,0.85566646,2.166532278,2.097720861,2.062589407,0,2.200171947,2.102666378,2.045803547,2.150815487,1.931727171,0,1.88789773,0,2.023390055,1.869385839,1.983051181,0, ,1,0.055395723,0.057305297
S1159,0.924528302,1,0.963302752,1.006071054,0.959984774,0.981491705,1.088199303,0.959984774,1.903779149,0,2.069754362,0,1.938590765,1.954396725,2.062369585,2.061738253,1.991485357,0,0,1.906244755,0,0,1.804428339,0, ,1,0.002682083,0.005181859
S1161,0.898305085,0.966666667,0.932773109,1.091184874,0.883412297,0.982619023,1.214715237,0.91387479,2.955790043,2.498947144,2.984660625,3.224347353,2.820963621,2.627927303,3.415859938,3.10817337,2.776828051,2.880935669,3.025904894,2.67385006,2.741003036,2.515238047,2.773182154,0, ,1,-0.003095603,-0.001736883
S1162,0.981818182,1,0.991304348,1.051947798,1.088627828,1.071253077,1.071428313,1.088627828,2.036959648,2.148184299,2.237228632,2.187170982,2.659596443,2.547619581,2.965882778,2.426181316,2.515730619,1.790514708,2.612347364,2.807204723,2.46030736,2.091827631,2.660886526,0, ,1,0.059971963,0.062471739
S1163,0.866666667,0.980392157,0.918918919,0.975161551,0.851819106,0.914699568,1.125186405,0.868855488,1.871472955,0,2.118956804,0,2.101583242,1.866734862,2.247525215,2.036090374,2.163892031,1.929046392,1.999590516,1.989207029,2.231372595,2.086268187,1.967707992,1,-0.039368886,0, ,-0.041324202
S1164,0.963636364,0.965517241,0.96460177,1.026918911,0.995926682,1.010996298,1.065670568,1.031495492,2.336048126,0,1.926379919,0,2.113743544,2.279082537,1.870421171,1.867099047,0,0,0,0,0,0,0,0, ,1,0.062940694,0.064260068
S1166,1,1,1,1.063987339,0.968154472,1.016480448,1.063987339,0.968154472,2.813289165,2.092932463,2.943093777,2.267324924,2.250427485,1.874518275,3.038743973,2.376636505,2.366360664,2.345167637,2.072192907,2.142687559,2.851942062,2.333532095,2.404253721,1,0.083236608,0, ,0.080653557
S1167,0.929824561,0.98245614,0.956140351,1.091168112,1.006777178,1.047811302,1.173520423,1.024755342,2.598069668,2.465598345,2.410372734,2.20247364,2.098343611,2.150262356,2.194181442,2.055292606,2.092383385,0,1.902291775,2.123280525,2.040016174,0,2.246804476,1,0.022659762,0, ,0.020638368
S1168,0.9,1,0.949579832,1.265057979,1.219045783,1.241033912,1.405619977,1.219045783,2.643286467,2.719351053,2.778220892,2.780366659,2.47281599,2.647168398,2.755281925,2.45042944,2.40018034,1.887046218,2.73258996,3.013208628,2.308098555,2.509808302,2.501663446,1,-0.016763392,0, ,-0.019346443
S1169,0.913793103,0.965517241,0.939655172,1.070187212,1.070681434,1.070441124,1.17114827,1.108920057,2.659029961,2.610674143,2.68687129,2.491883039,2.668793678,2.208745003,3.019129992,2.620846987,2.687652826,2.17470336,0,0,2.844363928,2.367376804,2.50835824,1,0.015895912,0, ,0.014416807
S1173,0.86440678,1,0.930434783,0.794296328,0.767304379,0.780169701,0.91889183,0.767304379,2.159631014,2.344745636,2.991156578,2.093390465,2.64556551,2.406296968,2.958966017,2.480966806,2.57625699,2.227226257,2.373195171,1.920076847,2.785908937,2.66657114,2.756990194,0, ,1,-0.057439439,-0.054939663
S1174,0.915254237,0.929824561,0.922413793,0.813636499,0.842411862,0.827889717,0.888973212,0.905990116,0,0,0,0,1.737120271,0,0,0,0,0,0,0,0,0,0,0, ,1,0.036451241,0.036548794
S1176,0.966101695,0.983050847,0.974576271,1.186963804,1.236107296,1.211749217,1.228611657,1.257419491,0,0,2.124254942,2.076540709,0,1.911812067,2.126119614,0,0,0,0,0,0,2.113147497,2.065764666,1,0.05861152,0, ,0.056571087
S1178,0.965517241,0.983333333,0.974576271,1.048862196,0.973885887,1.010396089,1.086321561,0.990392428,1.898438334,1.744527936,0,0,2.12417388,1.850770712,0,0,0,0,1.723252535,2.074724197,1.946978092,0,2.019051075,0, ,1,0.053893788,0.055823036
S1179,0.767857143,0.946428571,0.857142857,0.824900917,0.842727123,0.834742468,1.074289566,0.890428659,2.289107323,1.848119497,1.953195691,0,1.822023273,0,2.163147688,2.062051535,1.799685121,0,0,0,1.862568498,0,1.979301929,0, ,1,-0.121130187,-0.120464251
S1180,0.964912281,1,0.982300885,1.041187967,1.030021458,1.035554413,1.079049347,1.030021458,2.171807051,0,2.197438955,0,2.171937704,2.086653471,2.249947071,0,2.121903419,0,1.91647768,1.904580951,2.042411804,2.003076315,2.183189631,0, ,1,0.043066062,0.045565838
S1182,0.836363636,0.894736842,0.866071429,1.281503849,1.20928751,1.243534434,1.532232864,1.351556629,2.401739836,2.171494961,2.03596139,2.155404329,2.295412064,0,2.276033878,2.03058362,1.943632722,0,0,2.245525599,1.943196297,1.696098804,0,1,-0.022808197,0, ,-0.022021307
S1183,0.946428571,0.931034483,0.938596491,1.175087558,1.038473393,1.106142091,1.241601949,1.115397348,2.571104527,2.464157581,2.690014124,2.427961111,2.645148754,2.281694412,2.962117434,2.052226067,1.980060577,0,2.165454865,2.103519678,2.853282213,2.038894892,2.504644156,0, ,1,0.06688345,0.067022421
S1184,0.946428571,0.901960784,0.925233645,1.271557434,1.155043375,1.217419589,1.343532384,1.280591568,2.08557868,2.18668437,2.308356524,1.756871581,1.932425618,0,1.920050025,1.803206682,0,0,0,2.050415516,2.2332654,0,0,0, ,1,0.084716266,0.083859995
S1185,0.964912281,0.966666667,0.965811966,1.07690757,1.098775889,1.088132017,1.116067845,1.136664712,2.51005578,2.418269157,2.610838652,2.419229269,2.165450096,2.105621099,2.24963522,2.331306696,1.80148232,2.149928808,1.961237192,2.361287832,2.072892904,2.290429354,2.306934357,0, ,1,0.063511593,0.064870313
S1186,0.877192982,1,0.939130435,1.010799373,0.928924857,0.966829725,1.152311286,0.928924857,2.7506423,2.792732954,2.061637163,2.696410418,2.318985462,2.721066713,2.413853168,2.656604052,2.264216423,2.336942673,1.969517589,1.937470555,2.047574997,2.060172796,2.354904175,1,-0.03957041,0, ,-0.042153461
S1188,0.892857143,0.982758621,0.938596491,1.153024616,1.097358738,1.12337083,1.29138757,1.116610645,2.048018932,2.164897203,2.161345243,2.680079222,2.118840933,2.156209946,2.113500118,2.196672201,2.1797719,2.05586648,2.314231873,2.056377888,2.099120855,0,1.917925715,0, ,1,-0.018413801,-0.016504227
S1189,0.881355932,0.983050847,0.93220339,1.032602081,0.88879954,0.956778923,1.171606208,0.90412367,2.272951841,2.23063159,0,0,1.758070827,0,2.009745836,1.858273149,1.948687315,1.808987379,2.128247738,1.845994234,2.230090141,0,1.956558228,1,-0.026134243,0, ,-0.028174676
S1190,0.912280702,0.95,0.931623932,1.263297479,1.202870692,1.23169815,1.38476839,1.266179676,3.168815613,2.572283506,2.825813055,2.684064388,2.990497589,2.502554417,2.964676619,2.822032213,3.218549252,3.056025743,2.657696247,2.638710499,2.749227762,2.102653742,2.859483957,0, ,1,0.021102779,0.021890971
S1191,0.830508475,1,0.915966387,1.149013597,1.035353963,1.086448661,1.383506167,1.035353963,2.183820009,2.092884302,2.024414539,2.127690077,2.047827244,1.903600812,2.112090349,2.01107955,1.816661239,1.806697369,0,1.99457407,1.949947715,2.00345397,1.966344833,0, ,1,-0.091337744,-0.088837968
S1193,0.8,0.983333333,0.891666667,1.316190972,1.21677569,1.2613732,1.645238715,1.237399007,2.419841766,2.312981844,2.328535557,2.11732173,2.232628107,2.190438509,2.476674318,2.418686867,2.044979334,0,2.081106424,2.099402189,2.326425791,2.250117779,2.191911459,1,-0.107644728,0, ,-0.109694205
S1195,0.915254237,0.983050847,0.949152542,1.340671696,1.211925442,1.273999529,1.464807965,1.232820709,2.173466682,2.231161594,2.45095396,2.584744692,2.251538992,2.096165657,2.155357599,2.485086441,1.977005124,0,2.28169322,2.202838898,2.245405197,2.08932662,2.179471254,0, ,1,0.003804051,0.005723629
